Nombre provincia,Nombre municipio,Nombre completo,Nombre,Número,Dirección,Enlace
TOLEDO,VILLANUEVA DE ALCARDETE,QUINTANAR DE LA ORDEN,QUINTANAR DE LA ORDEN,,"General López Brea, 11",https://www.registradores.org/directorio/-/registros/propiedad/toledo/quintanar-de-la-orden/registro-de-la-propiedad-de-quintanar-de-la-orden
TOLEDO,VILLANUEVA DE BOGAS,ORGAZ,ORGAZ,,"Pepe Carbonell, 9",https://www.registradores.org/directorio/-/registros/propiedad/toledo/orgaz/registro-de-la-propiedad-de-orgaz
TOLEDO,VILLAREJO DE MONTALBAN,NAVAHERMOSA,NAVAHERMOSA,,"La Fuente, 1 - B",https://www.registradores.org/directorio/-/registros/propiedad/toledo/navahermosa/registro-de-la-propiedad-de-navahermosa
TOLEDO,VILLARRUBIA DE SANTIAGO,OCAÑA,OCAÑA,,"Manuel Ortiz, 7-9 (bajo)",https://www.registradores.org/directorio/-/registros/propiedad/toledo/ocana/registro-de-la-propiedad-de-ocana
TOLEDO,VILLASECA DE LA SAGRA,ILLESCAS 3,ILLESCAS,3,"Donantes de Sangre, 16 - local",https://www.registradores.org/directorio/-/registros/propiedad/toledo/illescas/registro-de-la-propiedad-de-illescas-n-03
TOLEDO,VILLASEQUILLA,OCAÑA,OCAÑA,,"Manuel Ortiz, 7-9 (bajo)",https://www.registradores.org/directorio/-/registros/propiedad/toledo/ocana/registro-de-la-propiedad-de-ocana
TOLEDO,VILLATOBAS,LILLO,LILLO,,"Carretera del Romeral, 6",https://www.registradores.org/directorio/-/registros/propiedad/toledo/lillo/registro-de-la-propiedad-de-lillo
TOLEDO,VISO DE SAN JUAN (EL),ILLESCAS 2,ILLESCAS,2,"Arboledas, 20 - 1ª planta",https://www.registradores.org/directorio/-/registros/propiedad/toledo/illescas/registro-de-la-propiedad-de-illescas-n-02
TOLEDO,YEBENES (LOS),ORGAZ,ORGAZ,,"Pepe Carbonell, 9",https://www.registradores.org/directorio/-/registros/propiedad/toledo/orgaz/registro-de-la-propiedad-de-orgaz
TOLEDO,YELES,ILLESCAS 1,ILLESCAS,1,"Arboledas, 20 - 1ª planta",https://www.registradores.org/directorio/-/registros/propiedad/toledo/illescas/registro-de-la-propiedad-de-illescas-n-01
TOLEDO,YEPES,OCAÑA,OCAÑA,,"Manuel Ortiz, 7-9 (bajo)",https://www.registradores.org/directorio/-/registros/propiedad/toledo/ocana/registro-de-la-propiedad-de-ocana
TOLEDO,YUNCLER,ILLESCAS 3,ILLESCAS,3,"Donantes de Sangre, 16 - local",https://www.registradores.org/directorio/-/registros/propiedad/toledo/illescas/registro-de-la-propiedad-de-illescas-n-03
TOLEDO,YUNCLILLOS,ILLESCAS 3,ILLESCAS,3,"Donantes de Sangre, 16 - local",https://www.registradores.org/directorio/-/registros/propiedad/toledo/illescas/registro-de-la-propiedad-de-illescas-n-03
TOLEDO,YUNCOS,ILLESCAS 1,ILLESCAS,1,"Arboledas, 20 - 1ª planta",https://www.registradores.org/directorio/-/registros/propiedad/toledo/illescas/registro-de-la-propiedad-de-illescas-n-01
TOLEDO,SANTO DOMINGO-CAUDILLA,TORRIJOS,TORRIJOS,,"De la Vega, 5",https://www.registradores.org/directorio/-/registros/propiedad/toledo/torrijos/registro-de-la-propiedad-de-torrijos
TOLEDO,SANTO DOMINGO-CAUDILLA,TORRIJOS,TORRIJOS,,"De la Vega, 5",https://www.registradores.org/directorio/-/registros/propiedad/toledo/torrijos/registro-de-la-propiedad-de-torrijos
TOLEDO,SANTO DOMINGO-CAUDILLA,TORRIJOS,TORRIJOS,,"De la Vega, 5",https://www.registradores.org/directorio/-/registros/propiedad/toledo/torrijos/registro-de-la-propiedad-de-torrijos
TOLEDO,SAN PEDRO DE LA MATA,TORRIJOS,TORRIJOS,,"De la Vega, 5",https://www.registradores.org/directorio/-/registros/propiedad/toledo/torrijos/registro-de-la-propiedad-de-torrijos
TOLEDO,JUMELA,NAVAHERMOSA,NAVAHERMOSA,,"La Fuente, 1 - B",https://www.registradores.org/directorio/-/registros/propiedad/toledo/navahermosa/registro-de-la-propiedad-de-navahermosa
TOLEDO,TOMOS GENERALES,ESCALONA,ESCALONA,,"Castilla La Mancha, 10 - 12",https://www.registradores.org/directorio/-/registros/propiedad/toledo/escalona/registro-de-la-propiedad-de-escalona
TOLEDO,TOMOS GENERALES,NAVAHERMOSA,NAVAHERMOSA,,"La Fuente, 1 - B",https://www.registradores.org/directorio/-/registros/propiedad/toledo/navahermosa/registro-de-la-propiedad-de-navahermosa
TOLEDO,TOMOS GENERALES,EL PUENTE DEL ARZOBISPO,EL PUENTE DEL ARZOBISPO,,"Talavera, 19",https://www.registradores.org/directorio/-/registros/propiedad/toledo/puente-del-arzobispo-el/registro-de-la-propiedad-de-puente-del-arzobispo-el
TOLEDO,TOMOS GENERALES,TORRIJOS,TORRIJOS,,"De la Vega, 5",https://www.registradores.org/directorio/-/registros/propiedad/toledo/torrijos/registro-de-la-propiedad-de-torrijos
TOLEDO,TOMOS GENERALES,ILLESCAS 1,ILLESCAS,1,"Arboledas, 20 - 1ª planta",https://www.registradores.org/directorio/-/registros/propiedad/toledo/illescas/registro-de-la-propiedad-de-illescas-n-01
TOLEDO,TOMOS GENERALES,ILLESCAS 2,ILLESCAS,2,"Arboledas, 20 - 1ª planta",https://www.registradores.org/directorio/-/registros/propiedad/toledo/illescas/registro-de-la-propiedad-de-illescas-n-02
TOLEDO,TOMOS GENERALES,TALAVERA DE LA REINA 1,TALAVERA DE LA REINA,1,"Emilio Borrajo, 31 - local C",https://www.registradores.org/directorio/-/registros/propiedad/toledo/talavera-de-la-reina/registro-de-la-propiedad-de-talavera-de-la-reina-n-01
TOLEDO,TOMOS GENERALES,ILLESCAS 3,ILLESCAS,3,"Donantes de Sangre, 16 - local",https://www.registradores.org/directorio/-/registros/propiedad/toledo/illescas/registro-de-la-propiedad-de-illescas-n-03
VALENCIA,ADEMUZ,CHELVA,CHELVA,,"Avda. de los Madereros, 41 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/valencia/chelva/registro-de-la-propiedad-de-chelva
VALENCIA,ADOR,GANDIA 3,GANDIA,3,"Paseo de Germanias, 91 - bajo derecho",https://www.registradores.org/directorio/-/registros/propiedad/valencia/gandia/registro-de-la-propiedad-de-gandia-n-03
VALENCIA,ATZENETA D'ALBAIDA,ALBAIDA,ALBAIDA,,"Paseo de la Feria, 1 - entlo. 5º",https://www.registradores.org/directorio/-/registros/propiedad/valencia/albaida/registro-de-la-propiedad-de-albaida
VALENCIA,AGULLENT,ONTINYENT,ONTINYENT,,"Plaza Poeta Ausias March, 5-bajo izq.",https://www.registradores.org/directorio/-/registros/propiedad/valencia/ontinyent/registro-de-la-propiedad-de-ontinyent
VALENCIA,ALAQUAS,ALDAIA,ALDAIA,,"Manuel Broseta, 2",https://www.registradores.org/directorio/-/registros/propiedad/valencia/aldaia/registro-de-la-propiedad-de-aldaia-n-01
VALENCIA,ALBAIDA,ALBAIDA,ALBAIDA,,"Paseo de la Feria, 1 - entlo. 5º",https://www.registradores.org/directorio/-/registros/propiedad/valencia/albaida/registro-de-la-propiedad-de-albaida
VALENCIA,ALBAL,PICASSENT 2,PICASSENT,2,"Músico Salvador Silla Folgado, 2",https://www.registradores.org/directorio/-/registros/propiedad/valencia/picassent/registro-de-la-propiedad-de-picassent-n-02
VALENCIA,ALBALAT DE LA RIBERA,SUECA,SUECA,,"La Punta, 23 - entresuelo",https://www.registradores.org/directorio/-/registros/propiedad/valencia/sueca/registro-de-la-propiedad-de-sueca
VALENCIA,ALBALAT DELS SORELLS,MONCADA 2,MONCADA,2,"Venerable Inés, 12",https://www.registradores.org/directorio/-/registros/propiedad/valencia/moncada/registro-de-la-propiedad-de-moncada-n-02
VALENCIA,ALBALAT DELS TARONGERS,SAGUNTO ( SAGUNT ) 2,SAGUNTO ( SAGUNT ),2,"Pl. Ramón de la Sota, 4 - dcho. 505",https://www.registradores.org/directorio/-/registros/propiedad/valencia/saguntosagunt/registro-de-la-propiedad-de-saguntosagunt-n-02
VALENCIA,ALBERIC,ALBERIC,ALBERIC,,"Av. de la Montañeta, 2 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/valencia/alberic/registro-de-la-propiedad-de-alberic
VALENCIA,ALBORACHE,CHIVA 1,CHIVA,1,"Avda. Doctor Corachan, 40-bajo",https://www.registradores.org/directorio/-/registros/propiedad/valencia/chiva/registro-de-la-propiedad-de-chiva-n-01
VALENCIA,ALBORAYA,VALENCIA 13,VALENCIA,13,"Pintor Peiró, 12",https://www.registradores.org/directorio/-/registros/propiedad/valencia/valencia/registro-de-la-propiedad-de-valencia-n-13
VALENCIA,ALBUIXECH,MONCADA 2,MONCADA,2,"Venerable Inés, 12",https://www.registradores.org/directorio/-/registros/propiedad/valencia/moncada/registro-de-la-propiedad-de-moncada-n-02
VALENCIA,ALCASSER,PICASSENT 2,PICASSENT,2,"Músico Salvador Silla Folgado, 2",https://www.registradores.org/directorio/-/registros/propiedad/valencia/picassent/registro-de-la-propiedad-de-picassent-n-02
VALENCIA,ALCANTERA DE XUQUER,ALBERIC,ALBERIC,,"Av. de la Montañeta, 2 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/valencia/alberic/registro-de-la-propiedad-de-alberic
VALENCIA,ALZIRA,ALCIRA 2,ALCIRA,2,"Plaza del Reino, 7 - entresuelo",https://www.registradores.org/directorio/-/registros/propiedad/valencia/alzira/registro-de-la-propiedad-de-alzira-n-02
VALENCIA,ALCUBLAS,VILLAR DEL ARZOBISPO,VILLAR DEL ARZOBISPO,,"Avda. de la Serranía, 35",https://www.registradores.org/directorio/-/registros/propiedad/valencia/villar-del-arzobispo/registro-de-la-propiedad-de-villar-del-arzobispo
VALENCIA,ALCUDIA (L'),CARLET 1,CARLET,1,"Avda. de Europa, 5",https://www.registradores.org/directorio/-/registros/propiedad/valencia/carlet/registro-de-la-propiedad-de-carlet-n-01
VALENCIA,ALCUDIA DE CRESPINS (L'),JATIVA ( XATIVA ) 1,JATIVA ( XATIVA ),1,"C/ Tecla de Borja, 1 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/valencia/xativa/registro-de-la-propiedad-de-xativa-n-01
VALENCIA,ALDAIA,ALDAIA,ALDAIA,,"Manuel Broseta, 2",https://www.registradores.org/directorio/-/registros/propiedad/valencia/aldaia/registro-de-la-propiedad-de-aldaia-n-01
VALENCIA,ALFAFAR,TORRENT 2,TORRENT,2,"Sant Ramón de Penyafort, 6 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/valencia/torrent/registro-de-la-propiedad-de-torrent-n-02
VALENCIA,ALFAUIR,GANDIA 3,GANDIA,3,"Paseo de Germanias, 91 - bajo derecho",https://www.registradores.org/directorio/-/registros/propiedad/valencia/gandia/registro-de-la-propiedad-de-gandia-n-03
VALENCIA,ALFARA DE LA BARONIA,SAGUNTO ( SAGUNT ) 2,SAGUNTO ( SAGUNT ),2,"Pl. Ramón de la Sota, 4 - dcho. 505",https://www.registradores.org/directorio/-/registros/propiedad/valencia/saguntosagunt/registro-de-la-propiedad-de-saguntosagunt-n-02
VALENCIA,ALFARA DEL PATRIARCA,MONCADA 2,MONCADA,2,"Venerable Inés, 12",https://www.registradores.org/directorio/-/registros/propiedad/valencia/moncada/registro-de-la-propiedad-de-moncada-n-02
VALENCIA,ALFARP,CARLET 2,CARLET,2,"Alzira, 17",https://www.registradores.org/directorio/-/registros/propiedad/valencia/carlet/registro-de-la-propiedad-de-carlet-n-02
VALENCIA,ALFARRASI,ALBAIDA,ALBAIDA,,"Paseo de la Feria, 1 - entlo. 5º",https://www.registradores.org/directorio/-/registros/propiedad/valencia/albaida/registro-de-la-propiedad-de-albaida
VALENCIA,ALGAR DE PALANCIA,SAGUNTO ( SAGUNT ) 2,SAGUNTO ( SAGUNT ),2,"Pl. Ramón de la Sota, 4 - dcho. 505",https://www.registradores.org/directorio/-/registros/propiedad/valencia/saguntosagunt/registro-de-la-propiedad-de-saguntosagunt-n-02
VALENCIA,ALGEMESI,ALGEMESI,ALGEMESI,,"Germanies, 7, esq. C/ Arbres",https://www.registradores.org/directorio/-/registros/propiedad/valencia/algemesi/registro-de-la-propiedad-de-algemesi
VALENCIA,ALGIMIA DE ALFARA,SAGUNTO ( SAGUNT ) 2,SAGUNTO ( SAGUNT ),2,"Pl. Ramón de la Sota, 4 - dcho. 505",https://www.registradores.org/directorio/-/registros/propiedad/valencia/saguntosagunt/registro-de-la-propiedad-de-saguntosagunt-n-02
VALENCIA,ALGINET,CARLET 2,CARLET,2,"Alzira, 17",https://www.registradores.org/directorio/-/registros/propiedad/valencia/carlet/registro-de-la-propiedad-de-carlet-n-02
VALENCIA,ALMASSERA,VALENCIA 3,VALENCIA,3,"Periodista José Ombuena, 4",https://www.registradores.org/directorio/-/registros/propiedad/valencia/valencia/registro-de-la-propiedad-de-valencia-n-03
VALENCIA,ALMISERA,GANDIA 3,GANDIA,3,"Paseo de Germanias, 91 - bajo derecho",https://www.registradores.org/directorio/-/registros/propiedad/valencia/gandia/registro-de-la-propiedad-de-gandia-n-03
VALENCIA,ALMOINES,GANDIA 2,GANDIA,2,"Avenida República Argentina, 1 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/valencia/gandia/registro-de-la-propiedad-de-gandia-n-02
VALENCIA,ALMUSSAFES,SUECA,SUECA,,"La Punta, 23 - entresuelo",https://www.registradores.org/directorio/-/registros/propiedad/valencia/sueca/registro-de-la-propiedad-de-sueca
VALENCIA,ALPUENTE,CHELVA,CHELVA,,"Avda. de los Madereros, 41 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/valencia/chelva/registro-de-la-propiedad-de-chelva
VALENCIA,ALQUERIA DE LA COMTESSA (L'),OLIVA,OLIVA,,"Alcalde Juan Sancho, 2",https://www.registradores.org/directorio/-/registros/propiedad/valencia/oliva/registro-de-la-propiedad-de-oliva
VALENCIA,ANDILLA,VILLAR DEL ARZOBISPO,VILLAR DEL ARZOBISPO,,"Avda. de la Serranía, 35",https://www.registradores.org/directorio/-/registros/propiedad/valencia/villar-del-arzobispo/registro-de-la-propiedad-de-villar-del-arzobispo
VALENCIA,ANNA,ENGUERA,ENGUERA,,"Falla del Trampot, 2 - entresuelo",https://www.registradores.org/directorio/-/registros/propiedad/valencia/enguera/registro-de-la-propiedad-de-enguera
VALENCIA,ANTELLA,ALBERIC,ALBERIC,,"Av. de la Montañeta, 2 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/valencia/alberic/registro-de-la-propiedad-de-alberic
VALENCIA,ARAS DE LOS OLMOS,CHELVA,CHELVA,,"Avda. de los Madereros, 41 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/valencia/chelva/registro-de-la-propiedad-de-chelva
VALENCIA,AIELO DE MALFERIT,ONTINYENT,ONTINYENT,,"Plaza Poeta Ausias March, 5-bajo izq.",https://www.registradores.org/directorio/-/registros/propiedad/valencia/ontinyent/registro-de-la-propiedad-de-ontinyent
VALENCIA,AYELO DE RUGAT,ALBAIDA,ALBAIDA,,"Paseo de la Feria, 1 - entlo. 5º",https://www.registradores.org/directorio/-/registros/propiedad/valencia/albaida/registro-de-la-propiedad-de-albaida
VALENCIA,AYORA,REQUENA,REQUENA,,"Avda. Arrabal, 88 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/valencia/requena/registro-de-la-propiedad-de-requena
VALENCIA,BARXETA,JATIVA ( XATIVA ) 1,JATIVA ( XATIVA ),1,"C/ Tecla de Borja, 1 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/valencia/xativa/registro-de-la-propiedad-de-xativa-n-01
VALENCIA,BARX,GANDIA 3,GANDIA,3,"Paseo de Germanias, 91 - bajo derecho",https://www.registradores.org/directorio/-/registros/propiedad/valencia/gandia/registro-de-la-propiedad-de-gandia-n-03
VALENCIA,BELGIDA,ALBAIDA,ALBAIDA,,"Paseo de la Feria, 1 - entlo. 5º",https://www.registradores.org/directorio/-/registros/propiedad/valencia/albaida/registro-de-la-propiedad-de-albaida
VALENCIA,BELLREGUARD,GANDIA 2,GANDIA,2,"Avenida República Argentina, 1 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/valencia/gandia/registro-de-la-propiedad-de-gandia-n-02
VALENCIA,BELLUS,JATIVA ( XATIVA ) 1,JATIVA ( XATIVA ),1,"C/ Tecla de Borja, 1 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/valencia/xativa/registro-de-la-propiedad-de-xativa-n-01
VALENCIA,BENAGEBER,CHELVA,CHELVA,,"Avda. de los Madereros, 41 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/valencia/chelva/registro-de-la-propiedad-de-chelva
VALENCIA,BENAGUASIL,BENAGUASIL,BENAGUASIL,,"Mariano Benlliure, 10 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/valencia/benaguasil/registro-de-la-propiedad-de-benaguasil
VALENCIA,BENAVITES,SAGUNTO ( SAGUNT ) 2,SAGUNTO ( SAGUNT ),2,"Pl. Ramón de la Sota, 4 - dcho. 505",https://www.registradores.org/directorio/-/registros/propiedad/valencia/saguntosagunt/registro-de-la-propiedad-de-saguntosagunt-n-02
VALENCIA,BENEIXIDA,ALBERIC,ALBERIC,,"Av. de la Montañeta, 2 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/valencia/alberic/registro-de-la-propiedad-de-alberic
VALENCIA,BENETUSSER,VALENCIA 17,VALENCIA,17,"Pintor Peyró, 12 - 2º",https://www.registradores.org/directorio/-/registros/propiedad/valencia/valencia/registro-de-la-propiedad-de-valencia-n-17
VALENCIA,BENIARJO,GANDIA 2,GANDIA,2,"Avenida República Argentina, 1 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/valencia/gandia/registro-de-la-propiedad-de-gandia-n-02
VALENCIA,BENIATJAR,ALBAIDA,ALBAIDA,,"Paseo de la Feria, 1 - entlo. 5º",https://www.registradores.org/directorio/-/registros/propiedad/valencia/albaida/registro-de-la-propiedad-de-albaida
VALENCIA,BENICOLET,ALBAIDA,ALBAIDA,,"Paseo de la Feria, 1 - entlo. 5º",https://www.registradores.org/directorio/-/registros/propiedad/valencia/albaida/registro-de-la-propiedad-de-albaida
VALENCIA,BENIFAIRO DE LES VALLS,SAGUNTO ( SAGUNT ) 2,SAGUNTO ( SAGUNT ),2,"Pl. Ramón de la Sota, 4 - dcho. 505",https://www.registradores.org/directorio/-/registros/propiedad/valencia/saguntosagunt/registro-de-la-propiedad-de-saguntosagunt-n-02
VALENCIA,BENIFAIRO DE LA VALLDIGNA,ALCIRA 1,ALCIRA,1,"Curtidors, 1 - 1º",https://www.registradores.org/directorio/-/registros/propiedad/valencia/alzira/registro-de-la-propiedad-de-alzira-n-01
VALENCIA,BENIFAIO,CARLET 2,CARLET,2,"Alzira, 17",https://www.registradores.org/directorio/-/registros/propiedad/valencia/carlet/registro-de-la-propiedad-de-carlet-n-02
VALENCIA,BENIFLA,GANDIA 2,GANDIA,2,"Avenida República Argentina, 1 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/valencia/gandia/registro-de-la-propiedad-de-gandia-n-02
VALENCIA,BENIGANIM,ALBAIDA,ALBAIDA,,"Paseo de la Feria, 1 - entlo. 5º",https://www.registradores.org/directorio/-/registros/propiedad/valencia/albaida/registro-de-la-propiedad-de-albaida
VALENCIA,BENIMODO,CARLET 2,CARLET,2,"Alzira, 17",https://www.registradores.org/directorio/-/registros/propiedad/valencia/carlet/registro-de-la-propiedad-de-carlet-n-02
VALENCIA,BENIMUSLEM,ALBERIC,ALBERIC,,"Av. de la Montañeta, 2 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/valencia/alberic/registro-de-la-propiedad-de-alberic
VALENCIA,BENIPARRELL,PICASSENT 2,PICASSENT,2,"Músico Salvador Silla Folgado, 2",https://www.registradores.org/directorio/-/registros/propiedad/valencia/picassent/registro-de-la-propiedad-de-picassent-n-02
VALENCIA,BENIRREDRA,GANDIA 3,GANDIA,3,"Paseo de Germanias, 91 - bajo derecho",https://www.registradores.org/directorio/-/registros/propiedad/valencia/gandia/registro-de-la-propiedad-de-gandia-n-03
VALENCIA,BENISANO,LIRIA ( LLIRIA ),LIRIA ( LLIRIA ),,"Duque de Liria, 14 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/valencia/lliria/registro-de-la-propiedad-de-lliria
VALENCIA,BENISODA,ALBAIDA,ALBAIDA,,"Paseo de la Feria, 1 - entlo. 5º",https://www.registradores.org/directorio/-/registros/propiedad/valencia/albaida/registro-de-la-propiedad-de-albaida
VALENCIA,BENISUERA,ALBAIDA,ALBAIDA,,"Paseo de la Feria, 1 - entlo. 5º",https://www.registradores.org/directorio/-/registros/propiedad/valencia/albaida/registro-de-la-propiedad-de-albaida
VALENCIA,BETERA,MONCADA 1,MONCADA,1,"Isabel La Católica, 10 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/valencia/moncada/registro-de-la-propiedad-de-moncada-n-01
VALENCIA,BICORP,ENGUERA,ENGUERA,,"Falla del Trampot, 2 - entresuelo",https://www.registradores.org/directorio/-/registros/propiedad/valencia/enguera/registro-de-la-propiedad-de-enguera
VALENCIA,BOCAIRENT,ONTINYENT,ONTINYENT,,"Plaza Poeta Ausias March, 5-bajo izq.",https://www.registradores.org/directorio/-/registros/propiedad/valencia/ontinyent/registro-de-la-propiedad-de-ontinyent
VALENCIA,BOLBAITE,ENGUERA,ENGUERA,,"Falla del Trampot, 2 - entresuelo",https://www.registradores.org/directorio/-/registros/propiedad/valencia/enguera/registro-de-la-propiedad-de-enguera
VALENCIA,BONREPOS I MIRAMBELL,MONCADA 2,MONCADA,2,"Venerable Inés, 12",https://www.registradores.org/directorio/-/registros/propiedad/valencia/moncada/registro-de-la-propiedad-de-moncada-n-02
VALENCIA,BUFALI,ALBAIDA,ALBAIDA,,"Paseo de la Feria, 1 - entlo. 5º",https://www.registradores.org/directorio/-/registros/propiedad/valencia/albaida/registro-de-la-propiedad-de-albaida
VALENCIA,BUGARRA,VILLAR DEL ARZOBISPO,VILLAR DEL ARZOBISPO,,"Avda. de la Serranía, 35",https://www.registradores.org/directorio/-/registros/propiedad/valencia/villar-del-arzobispo/registro-de-la-propiedad-de-villar-del-arzobispo
VALENCIA,BUÑOL,CHIVA 1,CHIVA,1,"Avda. Doctor Corachan, 40-bajo",https://www.registradores.org/directorio/-/registros/propiedad/valencia/chiva/registro-de-la-propiedad-de-chiva-n-01
VALENCIA,BURJASSOT,BURJASSOT,BURJASSOT,,"Pintor Pinazo, 6 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/valencia/burjassot/registro-de-la-propiedad-de-burjassot
VALENCIA,CALLES,CHELVA,CHELVA,,"Avda. de los Madereros, 41 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/valencia/chelva/registro-de-la-propiedad-de-chelva
VALENCIA,CAMPORROBLES,REQUENA,REQUENA,,"Avda. Arrabal, 88 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/valencia/requena/registro-de-la-propiedad-de-requena
VALENCIA,CANALS,JATIVA ( XATIVA ) 1,JATIVA ( XATIVA ),1,"C/ Tecla de Borja, 1 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/valencia/xativa/registro-de-la-propiedad-de-xativa-n-01
VALENCIA,CANET D'EN BERENGUER,SAGUNTO ( SAGUNT ) 2,SAGUNTO ( SAGUNT ),2,"Pl. Ramón de la Sota, 4 - dcho. 505",https://www.registradores.org/directorio/-/registros/propiedad/valencia/saguntosagunt/registro-de-la-propiedad-de-saguntosagunt-n-02
VALENCIA,CARCAIXENT,ALCIRA 1,ALCIRA,1,"Curtidors, 1 - 1º",https://www.registradores.org/directorio/-/registros/propiedad/valencia/alzira/registro-de-la-propiedad-de-alzira-n-01
VALENCIA,CARCER,ALBERIC,ALBERIC,,"Av. de la Montañeta, 2 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/valencia/alberic/registro-de-la-propiedad-de-alberic
VALENCIA,CARLET,CARLET 2,CARLET,2,"Alzira, 17",https://www.registradores.org/directorio/-/registros/propiedad/valencia/carlet/registro-de-la-propiedad-de-carlet-n-02
VALENCIA,CARRICOLA,ALBAIDA,ALBAIDA,,"Paseo de la Feria, 1 - entlo. 5º",https://www.registradores.org/directorio/-/registros/propiedad/valencia/albaida/registro-de-la-propiedad-de-albaida
VALENCIA,CASAS ALTAS,CHELVA,CHELVA,,"Avda. de los Madereros, 41 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/valencia/chelva/registro-de-la-propiedad-de-chelva
VALENCIA,CASAS BAJAS,CHELVA,CHELVA,,"Avda. de los Madereros, 41 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/valencia/chelva/registro-de-la-propiedad-de-chelva
VALENCIA,CASINOS,VILLAR DEL ARZOBISPO,VILLAR DEL ARZOBISPO,,"Avda. de la Serranía, 35",https://www.registradores.org/directorio/-/registros/propiedad/valencia/villar-del-arzobispo/registro-de-la-propiedad-de-villar-del-arzobispo
VALENCIA,CASTELLO DE RUGAT,ALBAIDA,ALBAIDA,,"Paseo de la Feria, 1 - entlo. 5º",https://www.registradores.org/directorio/-/registros/propiedad/valencia/albaida/registro-de-la-propiedad-de-albaida
VALENCIA,CASTELLONET DE LA CONQUESTA,GANDIA 3,GANDIA,3,"Paseo de Germanias, 91 - bajo derecho",https://www.registradores.org/directorio/-/registros/propiedad/valencia/gandia/registro-de-la-propiedad-de-gandia-n-03
VALENCIA,CASTIELFABIB,CHELVA,CHELVA,,"Avda. de los Madereros, 41 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/valencia/chelva/registro-de-la-propiedad-de-chelva
VALENCIA,CATADAU,CARLET 1,CARLET,1,"Avda. de Europa, 5",https://www.registradores.org/directorio/-/registros/propiedad/valencia/carlet/registro-de-la-propiedad-de-carlet-n-01
VALENCIA,CATARROJA,TORRENT 2,TORRENT,2,"Sant Ramón de Penyafort, 6 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/valencia/torrent/registro-de-la-propiedad-de-torrent-n-02
VALENCIA,CAUDETE DE LAS FUENTES,REQUENA,REQUENA,,"Avda. Arrabal, 88 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/valencia/requena/registro-de-la-propiedad-de-requena
VALENCIA,CERDA,JATIVA ( XATIVA ) 1,JATIVA ( XATIVA ),1,"C/ Tecla de Borja, 1 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/valencia/xativa/registro-de-la-propiedad-de-xativa-n-01
VALENCIA,COFRENTES,REQUENA,REQUENA,,"Avda. Arrabal, 88 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/valencia/requena/registro-de-la-propiedad-de-requena
VALENCIA,CORBERA,ALCIRA 1,ALCIRA,1,"Curtidors, 1 - 1º",https://www.registradores.org/directorio/-/registros/propiedad/valencia/alzira/registro-de-la-propiedad-de-alzira-n-01
VALENCIA,CORTES DE PALLAS,REQUENA,REQUENA,,"Avda. Arrabal, 88 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/valencia/requena/registro-de-la-propiedad-de-requena
VALENCIA,COTES,ALBERIC,ALBERIC,,"Av. de la Montañeta, 2 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/valencia/alberic/registro-de-la-propiedad-de-alberic
VALENCIA,QUART DE LES VALLS,SAGUNTO ( SAGUNT ) 2,SAGUNTO ( SAGUNT ),2,"Pl. Ramón de la Sota, 4 - dcho. 505",https://www.registradores.org/directorio/-/registros/propiedad/valencia/saguntosagunt/registro-de-la-propiedad-de-saguntosagunt-n-02
VALENCIA,QUART DE POBLET,MANISES,MANISES,,"Salt de l'aigua, 4 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/valencia/manises/registro-de-la-propiedad-de-manises
